Anio,Trimestre,Empresa,NombreCorto,NombreLargo,SIC,NAICS,Activos,Inventarios,PasivoCirc,PasivoLP,PPE,CPP,Efectivo,GC,CBV,UOAD,Ventas,IGR,Deuda,CPC,GO,GVGA,Precio_Accion,mkt_capital,No_Acciones
2013,1,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,105854.377,2010.014,31169.382,54249.096,5177.268,5997.645,4354.837,61.09199905,5557.068848,595.085022,6908.951172,1238.103027,42867.84766,21329.99219,6313.866211,756.7973633,31487.7094,25029.2069,0.794888145
2013,2,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,111005.219,2212.814,36967.622,53482.186,5135.715,6239.505,4285.269,54.14400101,6105.755859,1918.603027,8208.462891,975.5089722,43214.11719,28388.27734,6289.859863,184.1040039,1460.6683,14862.0406,10.17482244
2013,3,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,107001.531,3405.649,32207.165,51538.103,5188.618,6217.617,5144.178,59.89099884,6300.910156,1196.890015,8299.010742,1056.78894,39604.11719,24004.05859,7102.120605,801.2104492,898.8892,16957.4243,18.86486599
2013,4,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,104964.062,4836.844,39512.253,41195.903,5355.626,6439.799,3176.517,181.6529999,5509.075195,-580.0560303,6139.771973,-19.13400078,29954.87109,20639.20117,6719.828125,1210.75293,19550.8413,16368.2875,0.837216529
2014,1,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,104164.444,3149.037,39808.938,40327.129,5440.101,6333.594,3223.218,145.2429962,6362.873047,1080.987061,7979.86084,764.7979736,31754.4043,21898.59375,6898.874023,536.0009766,25029.2069,13185.7336,0.52681388
2014,2,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,110940.212,2801.646,36145.437,51697.465,5738.246,6868.11,3145.265,126.2730026,7275.449219,1161.337036,9063.386719,1234.453979,42868.87109,23945.47266,7902.049805,626.6005859,31995.4151,15058.4175,0.47064298
2014,3,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,112462.017,2910.512,36787.862,52704.081,5864.372,6769.907,3925.399,166.4120026,6651.812988,1111.901978,8751.546875,1236.68396,43678.30078,23777.13281,7639.64502,987.8320313,1212.0439,14096.77,11.63057708
2014,4,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,117852.911,2393.709,37799.866,58238.101,6322.339,7442.326,3738.257,290.4140015,8845.285156,1020.965027,10962.39844,854.5100098,49036.72266,23454.02148,9941.433594,1096.148438,898.8892,10938.5105,12.16891971
2015,1,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,122445.479,2449.422,41615.655,59720.353,6571.726,8006.684,3694.043,361.2019958,6846.973145,1155.176025,8822.242188,1119.394043,50130.18359,24931.41406,7667.066406,820.0932617,,7543.3815,
2015,2,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,123773.775,1662.962,41421.906,59558.686,7158.606,8363.517,4746.902,946.9390259,7093.060059,771.9530029,8360.591797,1019.21698,50588.73828,25402.13281,7588.638672,495.5786133,14862.0406,7276.1441,0.489579076
2015,3,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,127758.171,1763.768,41767.868,64338.361,7777.908,9299.777,3881.07,615.7839966,7002.540039,749.6489868,8485.845703,1370.766968,55321.01172,26404.93164,7736.196777,733.6567383,15694.0796,4318.3126,0.275155518
2015,4,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,127758.171,1763.768,41767.868,64338.361,7777.908,9299.777,3881.07,0,0,0,0,0,55321.01172,26404.93164,0,0,4848.1783,2156.1195,0.444727765
2016,1,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,108847.948,1488.565,57355.676,43478.798,7532.75,6173.622,8297.513,78.70800018,4511.817871,977.7979736,6108.291992,1615.506958,34436.69922,20069.32227,5130.494141,618.6762695,6578.1411,2496.2398,0.379474955
2016,2,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,107501.269,1939.122,59730.497,43724.259,7539.154,6139.167,6948.555,68.1760025,4141.422852,502.2420044,5280.500977,1307.176025,34731.03516,19983.14844,4778.258789,636.8359375,,1992.1329,
2016,3,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,105379.353,3506.633,61740.511,42686.838,6279.008,5447.33,8135.896,28.48500061,1473.39502,1057.963989,3192.091064,1637.381958,34225.6875,18559.625,2134.126953,660.7319336,16957.4243,1597.3505,0.094197708
2016,4,EMPRESAS ICA S.A.B DE C.V.,ICA,EMPRESAS ICA ,1600,237,108847.948,1488.565,57355.676,43478.798,7532.75,6173.622,8297.513,-96.66100311,-5614.817871,-1560.206055,-8472.591797,-2944.558105,34436.69922,20069.32227,-6912.385742,-1297.567871,11289.8107,1706.6749,0.151169488
2007,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3048.409,1096.043,1466.372,226.706,1152.349,1079.344,165.064,,,,,,226.7059937,265.5710144,,,5621.6104,3475.1773,0.618181811
2007,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3105.778,1131.703,1453.159,251.828,1211.013,1104.084,124.845,,1753.229004,67.38600159,2296.554932,8.730999947,251.8280029,289.9400024,2229.168945,475.9399414,1888.8611,4292.8661,2.272727253
2007,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3915.184,1442.823,2269.824,187.5,1364.586,1864.792,500.824,,2009.718994,99.61399841,2607.37207,8.036000252,187.5,328.4519958,2507.758057,498.0390625,942.6145,4763.0372,5.053006505
2008,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3481.413,1335.107,1820.176,156.25,1398.871,1354.435,84.921,,1977.605957,63.0379982,2535.610107,9.845999718,156.25,361.8269958,2472.572021,494.9660645,835.228,4709.2105,5.638233512
2008,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3547.866,1218.11,1921.201,166.68,1560.153,1326.176,93.714,,1899.563965,40.22900009,2448.418945,12.87800026,166.6799927,376.9960022,2408.189941,508.6259766,5310.8886,4816.8638,0.906978881
2008,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3760.781,1318.252,2088.797,93.75,1688.061,1590.745,76.578,178.4530029,1831.72998,23.1420002,2374.12793,17.04500008,93.75,381.4970093,2350.98584,519.2558594,5621.6104,4813.2754,0.856209352
2008,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4320.835,1529.687,2856.524,62.5,1778.963,1989.308,391,,2000.259033,52.48799896,2586.891113,23.36499977,62.5,373.1789856,2534.403076,534.144043,2248.6441,4289.2777,1.907495143
2009,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3878.629,1377.58,2378.732,62.5,1744.329,1739.655,218.411,25.03100014,1979.52002,63.625,2562.419922,19.2159996,62.5,243.3419952,2498.794922,519.2749023,2861.9107,4415.5194,1.542857155
2009,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3685.21,1417.876,2305.607,0,1651.825,1706.362,115.895,,1921.238037,43.27299881,2482.324951,12.73999977,0,241.4669952,2439.052002,517.8139648,268.4655,4292.8661,15.99038275
2009,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3624.469,1370.747,2215.805,0,1598.663,1635.791,90.989,,1876.569946,23.43600082,2436.794922,13.50899982,0,304.1260071,2413.358887,536.7889404,4906.1327,4292.8661,0.874999997
2009,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3965.615,1681.536,2521.482,0,1551.346,2174.013,147.536,,1968.831055,58.61100006,2565.959961,12.66399956,0,312.4859924,2507.348877,538.5178223,5621.6104,4149.7706,0.738181821
2010,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3638.901,1387.019,2205.893,0,1454.762,1985.744,108.239,,1922.175049,34.32500076,2491.5979,9.927000046,0,383.0960083,2457.272949,535.0979004,5314.9771,4292.8661,0.807692304
2010,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3591.187,1350.145,2192.855,0,1439.176,1802.266,80.492,,1802.166992,2.279000044,2343.931885,9.87899971,0,373.605011,2341.652832,539.4858398,3475.1773,6132.6659,1.764705904
2010,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3671.671,1453.614,2309.687,0,1396.605,2116.71,100.881,13.71800041,1751.292969,-29.7840004,2287.228027,9.937999725,0,368.2350159,2317.011963,565.7189941,238.636,5723.8215,23.98557426
2010,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3958,1646.928,2599.936,0,1357.379,1868.607,217.167,17.06500053,1929.281982,48.74200058,2516.863037,9.666000366,0,382.0570068,2468.121094,538.8391113,,5601.1682,
2011,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3560.965,1345.638,2155.742,0,1308.47,1692.944,102.34,2.342000008,1937.027954,60.66600037,2512.531982,7.09100008,0,132.875,2451.865967,514.8380127,6950.3546,5621.6104,0.808823538
2011,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3653.958,1417.098,2207.011,0,1270.523,1752.195,138.989,14.72200012,1960.787964,57.74599838,2531.123047,5.638000011,0,207.2799988,2473.376953,512.5889893,5314.9771,5621.6104,1.057692309
2011,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3640.001,1419.956,2148.129,0,1227.651,1658.09,122.01,11.29599953,1893.130005,73.80500031,2484.945068,5.592999935,0,205.5630035,2411.140137,518.0101318,4292.8661,5621.6104,1.309523817
2011,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4164.594,1715.021,2579.628,0,1197.369,2140.952,303.422,40.04999924,1954.863037,111.9079971,2604.657959,7.210999966,0,243.4160004,2492.75,537.8869629,1018.0225,5621.6104,5.522088559
2012,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3782.371,1335.726,2145.299,64.806,1151.511,1624.046,295.321,17.61000061,2095.917969,84.44300079,2711.052002,5.65199995,0,256.381012,2626.608887,530.690918,899.4577,5314.9771,5.909090667
2012,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3799.869,1436.739,2120.918,62.183,1133.665,1605.365,275.808,20.69599915,2032.365967,57.77399826,2641.782959,4.25,0,581.1409912,2584.009033,551.6430664,5928.2437,5314.9771,0.896551722
2012,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,3939.462,1535.441,2210.759,60.566,1255.304,1577.197,207.581,186.2960052,1946.425049,62.61100006,2562.863037,4.659999847,0,564.4500122,2500.251953,553.8269043,5621.6104,5621.6104,1
2012,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4410.258,1806.648,2736.598,124.344,1220.796,2002.694,314.896,24.90699959,1978.368042,114.7190018,2706.616943,5.676000118,0,665.3649902,2591.897949,613.5299072,4763.0372,4906.1327,1.03004291
2013,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4415.21,1665.159,2660.219,126.753,1197.945,1878.303,337.046,14.10299969,2071.789063,109.0739975,2737.030029,6.798999786,0,816.7560425,2627.956055,556.1669922,4709.2105,5376.3037,1.141657121
2013,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4314.202,1699.801,2625.933,127.859,1201.361,1866.964,235.27,40.43700027,2018.449951,68.95600128,2647.98999,6.395999908,0,780.1630249,2579.033936,560.5839844,1226.532,5110.5549,4.166670662
2013,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4607.769,1860.095,2865.098,134.506,1224.241,2044.553,272.65,70.66300201,2054.538086,48.70700073,2708.698975,5.543000221,0,826.4299927,2659.991943,605.4538574,7359.199,4987.9016,0.677777785
2013,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5433.604,2182.355,3718.966,155.852,1340.247,2692.48,476.3,193.3699951,2194.003906,176.3280029,2990.095947,4.826000214,0,1020.54303,2813.768066,619.7641602,4906.1327,5396.746,1.100000006
2014,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5030.081,2145.331,3303.56,135.513,1333.939,2756.957,555.879,19.31999969,2264.489014,75.71199799,2976.229004,4.022999763,0,628.2319946,2900.51709,636.0280762,5376.3037,5437.6304,1.011406852
2014,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4894.989,2305.721,3251.718,122.298,1186.492,2446.896,236.192,7.519000053,2196.1521,73.74900055,2927.01709,2.921000004,0,663.5609741,2853.268066,657.1159668,4816.8638,6337.0881,1.315604585
2014,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5057.889,2290.997,3445.285,132.361,1159.334,2715.435,401.03,-6.077000141,2306.954102,-57.03699875,3011.995117,3.14199996,0,701.25,3069.032227,762.078125,1144.7632,6337.0881,5.535719614
2014,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5667.915,2547.578,4011.506,160.649,1128.706,3262.584,765.641,52.59000015,1756.369995,52.31600189,2557.936035,3.795000076,0,709.1829834,2505.620117,749.2501221,6950.3546,5928.2437,0.852941187
2015,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5206.367,2325.381,3500.876,165.288,1105.062,2839.735,637.43,17.55800056,2382.162109,63.76599884,3167.912109,3.135999918,0,617.4050293,3104.145996,721.9838867,6950.3546,5928.2437,0.852941187
2015,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5071.368,2353.591,3357.955,169.865,1097.205,2770.935,521.333,34.20800018,2320.73291,18.33499908,3084.656006,3.138999939,0,574.9199829,3066.321045,745.5881348,5110.5549,,
2015,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,4883.869,2306.331,3240.024,172.749,1082.943,2554.192,505.201,43.40800095,2353.350098,-79.91000366,3147.535889,3.477999926,0,514.1879883,3227.445801,874.0957031,4813.2754,,
2015,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5299.258,2454.191,3620.961,161.594,1416.363,2672.219,393.897,377.2420044,2512.331055,53.23799896,3351.499023,3.936000109,0,543.2709961,3298.260986,785.9299316,981.2256,5458.0726,5.562505299
2016,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5109.233,2362.124,3400.426,165.974,1470.824,1773.155,197.012,-43.01599884,2494.037109,55.61600113,3368.302002,2.990999937,0,235.0400085,3312.686035,818.6489258,1079.3481,5310.8886,4.920459488
2016,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5347.834,2441.469,3637.505,170.656,1260.297,2644.966,300.301,273.625,2456.004883,2.022000074,3272.326904,2.980999947,0,183.0619965,3270.304932,814.3000488,,5310.8886,
2016,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5415.864,2528.491,3707.715,175.397,1379.699,2742.693,221.428,-185.7949982,2431.418945,20.96899986,3258.194092,3.74000001,0,203.8519897,3237.225098,805.8061523,4987.9016,4906.1327,0.983606553
2016,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5759.088,2641.999,4108.786,180.89,1299.465,2925.64,388.37,71.01000214,2634.014893,-43.61600113,3504.444092,7.15899992,0,183.4869995,3548.060059,914.045166,4289.2777,,
2017,1,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5396.161,2418.923,3914.147,185.78,1525.144,2424.944,306.706,-283.6459961,2624.134033,-141.5220032,3540.165039,9.649000168,0,203.4420013,3681.687012,1057.552979,4415.5194,6950.3546,1.574074072
2017,2,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5396.161,2418.923,3914.147,185.78,1525.144,2424.944,306.706,0,0,0,0,0,0,203.4420013,0,0,1676.2604,5928.2437,3.536588766
2017,3,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5546.26,2563.689,4421.56,190.394,1526.53,2431.877,229.309,388.9930115,4858.969238,-334.3859863,6527.644043,15.16499996,0,162.6689911,6862.030273,2003.061035,,7359.199,
2017,4,FARMACIAS BENAVIDES S.A.B DE C.V.,BENAVIDES,FARMACIAS BENAVIDES,5912,446110,5924.184,2748.619,4909.07,186.009,1518.11,3074.643,345.28,113.2979965,2438.374023,-48.9469986,3412.731934,59.33599854,0,269.1809998,3461.678955,1023.304932,5396.746,6950.3546,1.28787877
2007,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,152489.374,9020.593,25546.993,35593.772,50887.193,10764.659,8820.462,,,,,,35593.77344,10162.59277,,,250306.83,150718.13,0.60213351
2007,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,157849.317,9147.229,29666.592,31512.294,52367.694,11112.841,10874.513,,20626.0957,5231.547852,38219.625,1105.734009,31512.29492,10211.04883,32988.07813,12361.98242,124144.06,141654.04,1.141045653
2007,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,165794.987,10036.582,33404.098,30665.297,54707.449,13656.817,10455.635,,22087.84375,6082.717773,41473.14063,1185.607056,30665.29688,12726.21387,35390.42188,13302.57813,34995.94,142551.9,4.073383941
2008,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,167341.125,10303.192,32971.812,30491.628,55058.961,12295.964,11489.282,,19904.82813,3979.731934,36181.38672,1170.706055,30491.62891,12761.35742,32201.6543,12296.82617,43206.72,156186.94,3.614876112
2008,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,172302.152,11554.255,31734.027,34475.761,56189.157,13168.323,9458.842,,21539.82617,5854.705078,40675.20703,1262.692993,34475.76172,13749.01758,34820.5,13280.67383,573934.17,158170.84,0.275590561
2008,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,168774.021,11726.212,33542.218,30018.661,57282.748,12939.677,5754.299,3001.072021,22796.76953,5739.137207,42334.55078,1093.029053,30018.66211,13005.0127,36595.41406,13798.64453,295462.23,149377.81,0.505573284
2008,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,185039.68,13065.336,43752.207,32209.527,61425.302,16725.914,9110.35,,26156.81055,7110.367188,48830.52344,1403.319946,32209.52734,15249.95313,41720.15625,15563.3457,137406.49,138990.45,1.011527549
2009,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,189872.262,12781.866,47397.626,32738.905,62576.729,14215.497,12506.685,1536.748047,24143.19727,4781.266113,43444.67188,1486.449951,32738.9043,14803.98242,38663.40625,14520.20898,145536.14,120719.81,0.829483385
2009,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,196441.3,13399.873,44641.04,36518.251,66495.671,14979.625,17702.407,,25474.41211,6743.574219,47806.16016,1306.189941,36518.25,14404.95801,41062.58594,15588.17383,41535.64,142102.47,3.421217778
2009,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,201390.295,13654.123,42787.07,34810.969,68578.182,16563.175,16800.997,,27752.95703,7301.004883,51666.46484,1261.010986,34810.96875,14458.36914,44365.46094,16612.50391,594616.64,165739.38,0.278733168
2009,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,211090.69,14857.941,45302.856,34810.358,69572.866,19737.284,17635.935,,28824.51953,8186.147949,54116.19531,1143.485962,34810.35938,16474.85742,45930.04688,17105.52734,320278.1,213335.45,0.666094404
2010,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,207093.942,14187.488,37070.092,40745.325,66195.863,16665.715,21622.125,1670.745972,25683.60156,5271.823242,46131.57813,1139.863037,40745.32422,15339.57422,40859.75391,15176.15234,341709.25,196301.17,0.574468411
2010,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,205459.061,9844.224,28033.877,21158.431,39203.746,14385.755,22827.882,2041.10498,21733.92383,4492.143066,34509.97266,337.2669983,21158.43164,10269.87695,30017.83008,8283.90625,150718.13,191857.48,1.27295555
2010,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,221943.066,9960.382,29254.412,21651.34,41320.101,14741.693,25841.694,2710.610107,24891.07031,5600.046875,43008.11719,786.2849731,21651.33984,10518.24121,37408.07031,12517,38058.34,209962.77,5.516866211
2010,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,223578.401,11446.501,30240.338,22205.391,42135.869,17457.899,27163.024,2985.378906,26423.10156,7164.869141,46052.13281,1001.244995,22205.39063,12826.91211,38887.26563,12464.16406,553239.31,231973.31,0.419300122
2011,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,226750.87,10803.445,39057.892,18371.983,41657.072,15908.752,27510.523,1148.828003,25534.66602,4771.938965,42892.03516,637.4520264,18371.98242,12564.03516,38120.09766,12585.43164,560771.36,223936.26,0.399336122
2011,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,231277.07,11216.306,35248.485,23198.995,43198.022,17136.532,31176.447,2460.74707,28452.67969,6313.211914,48642.01563,689.9039917,23198.99414,12149.90625,42328.80469,13876.125,394698.69,250306.83,0.63417193
2011,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,247006.317,11824.21,36285.533,24232.537,45303.231,17385.281,35386.424,2623.996094,30772.41992,6716.049805,52994.98438,823.3800049,24232.53711,12578.83008,46278.93359,15506.51367,141654.04,295462.23,2.085801647
2011,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,274703.911,14384.44,38630.379,24045.057,53402.01,21475.391,27657.763,4381.5,33249.27734,9103.280273,58515.28516,783.3280029,24045.05664,16413.83008,49412.00391,16162.72656,39795.21,320278.1,8.048157052
2012,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,255796.491,14163.848,43428.564,31217.35,53689.804,19568.923,25779.154,2064.177002,31810.6543,5438.815918,53745.92188,613.0310059,23290.375,12814.45898,48307.10547,16496.45117,38176.94,341709.25,8.950671531
2012,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,266611.674,14543.025,40013.768,34013.217,56531.776,21622.267,26437.7,3092.123047,34855.25,6251.005859,60108.55078,574.6229858,26587.25586,14542.46289,53857.54688,19002.29688,590953.94,394698.69,0.667900937
2012,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,272031.699,14794.875,40541.862,33596.109,57063.124,20852.176,28490.036,3716.052979,34075.63672,7436.333984,59323.85156,555.2119751,26321.60938,15117.27344,51887.51563,17811.87891,385875,385875,1
2012,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,295941.898,16345.601,48516.252,37265.101,61648.561,24629.177,36520.935,5973.274902,36267.08203,10445.83496,65130.63281,763.3610229,28640.625,18088.78906,54684.79688,18417.71484,142551.9,419749.69,2.944539427
2013,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,285376.555,14556.997,54747.904,36381.568,59413.059,21392.559,28059.038,2690.659912,32947.65234,5125.583008,56202.92969,651.1550293,27791.21484,15934.35938,51077.34766,18129.69531,156186.94,466133.54,2.984459136
2013,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,322981.865,15498.174,55516.992,54777.061,62719.017,22702.22,46453.076,3641.861084,36246.31641,7252.213867,63086.35938,947.6829834,45521.73047,17464.62695,55834.14453,19587.82813,44682.19,453554.28,10.15067256
2013,3,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,342908.176,16086.341,58426.148,63535.55,67217.329,22663.911,50197.409,5049.415039,37611.97266,7396.50293,65327.76563,924.0510254,52132.69922,18020.86719,57931.26172,20319.28906,587965.96,436013.1,0.741561807
2013,4,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,359192.472,18288.723,48868.883,87773.442,73955.046,26632.036,27259.187,4998.432129,41636.71484,9756.234375,73480.05469,1807.713013,72921.86719,22781.3418,63723.82031,22087.10547,419749.69,423380,1.00864875
2014,1,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,357611.67,16043.611,49884.202,90036.4,71976.8,24141.962,32508.419,2839.51001,37716.55078,5984.938965,64227.78516,1678.563965,74938.91406,20128.30078,58242.84766,20526.29688,466133.54,413027.96,0.886072176
2014,2,"FOMENTO ECONOMICO MEXICANO, S.A. B. DE C.V.",FEMSA,FEMSA,2086,312111,364989.208,17108.616,51923.434,89767.314,74417.996,27035.988,36664.546,3556.86499,41823.08984,8012.522949,72234.88281,1681.584961,74609.14844,20593.04688,64222.35938,22399.26953,158170.84,410150.64,2.593086311
