ingreso,gasto
47.65571,40.96940
131.19834,59.49556
44.77867,9.44262
40.04557,18.23413
18.01915,13.35671
25.66759,11.36036
11.41408,24.42667
144.16529,82.32316
38.44721,23.60541
96.80261,26.27536
37.39376,31.64528
30.07376,21.98855
128.05178,35.36307
49.63377,17.15338
18.94426,11.08344
23.59081,40.03732
81.03439,27.21648
9.27769,19.89112
40.07351,13.00604
74.52802,39.28049
12.33169,23.62611
31.15950,11.48550
34.91362,14.69581
7.99188,7.28460
26.22254,11.41987
58.41193,9.04702
21.29630,6.41962
5.83452,1.39869
41.73793,22.12348
30.37656,3.42507
21.79695,0.00000
45.40262,30.19939
22.61516,16.41577
11.38899,15.99642
9.25101,9.66850
18.96386,6.06864
27.25472,16.22933
15.14749,7.26252
18.16720,11.43254
15.66196,9.60745
27.52128,19.68843
19.56883,19.66611
12.10819,6.60625
13.02229,4.37926
27.53799,12.67308
6.65408,3.89406
8.34374,2.47114
14.40377,7.58409
14.00583,8.74481
10.33322,15.59995
6.56158,12.32080
7.58092,6.43654
22.69722,9.94406
37.53862,17.37311
13.98729,5.15264
48.79180,57.16735
92.63113,63.50708
100.81079,29.09009
27.93441,10.35782
37.65662,38.08381
5.85737,4.67673
18.63581,5.99607
66.28136,13.41007
35.88883,28.78032
47.20325,20.88105
42.88095,20.49676
26.38148,18.82619
22.90626,2.26230
81.16408,22.14913
234.53172,85.36957
382.87292,40.08460
31.27873,12.80544
51.81133,62.46208
8.70967,24.11666
25.51156,19.93120
12.66041,3.58541
12.22516,2.48225
12.36041,3.99727
4.21263,1.77834
10.06718,8.53752
15.09146,9.76065
13.12227,9.91924
7.92096,7.62765
4.68933,6.49775
15.68529,9.83813
9.33527,5.71018
2.55845,1.86380
30.39082,4.88839
18.78528,5.60242
8.96068,10.03423
32.24267,22.92282
18.38419,9.07890
23.73148,8.87421
36.31472,18.18343
12.67696,8.39901
35.04096,16.85943
28.84424,12.39948
24.29080,19.44983
13.92095,10.12699
12.56433,9.83449
28.74507,14.32023
36.52856,18.62565
19.76454,11.84071
10.07048,6.21548
2.90322,2.27828
35.20287,10.45378
21.76839,11.07069
15.14737,9.06803
29.15214,42.08419
23.45002,5.42429
7.61060,10.33280
17.20132,8.99285
8.42060,19.48266
15.15731,5.33402
10.05244,7.14649
16.18274,18.67114
3.21147,3.28474
21.02065,8.73937
3.98963,4.01264
21.14776,8.33130
18.05756,7.17107
29.40778,5.33459
12.18824,27.14584
3.65436,3.58081
46.82853,19.31714
41.45372,12.60154
86.79712,38.97544
31.86684,28.89001
15.63811,18.18491
29.98774,20.68999
21.60806,15.04195
29.60881,19.11275
37.61827,7.00385
54.02980,41.13070
32.68762,31.19640
83.23363,73.48784
36.24589,34.91629
40.73617,30.36517
69.22130,53.58630
30.68852,20.44794
28.56709,17.17660
10.41846,23.76206
19.07608,21.91026
110.22337,61.61096
18.07383,7.44606
18.19564,13.25510
20.63024,8.76657
26.97867,24.46920
43.72066,34.92828
52.79448,32.76029
45.69695,23.37641
41.26013,29.42166
27.40933,13.53557
71.11232,27.13872
33.87224,23.13976
35.38945,19.53926
60.44854,24.26172
71.64419,40.37267
48.38128,30.52546
22.89849,7.42692
58.64487,34.95154
64.33796,37.02282
27.15377,8.10759
34.28264,21.19979
24.07927,13.10167
14.99998,18.00958
57.16223,24.74261
14.51308,17.60149
17.21309,21.38158
27.10340,13.87882
115.42432,67.86845
33.28249,15.01348
52.49490,43.93337
47.72139,29.43944
109.77976,52.84726
55.84446,41.91697
22.59938,16.90431
52.82701,10.33937
24.24990,6.17492
273.92385,66.65553
9.53803,15.72868
43.98743,18.46271
16.32228,28.25846
21.54618,26.26350
17.58421,24.76303
10.57741,5.00034
48.59014,26.12158
31.19887,16.86879
165.59295,106.54964
44.85173,21.80193
65.75383,40.14017
60.13460,33.76483
20.48036,16.12887
49.56142,61.77119
14.47825,13.38140
62.30238,53.76793
47.48697,31.84954
21.04142,9.44351
70.07817,31.95373
19.61569,12.98687
20.74401,21.67593
14.28415,12.56127
39.05860,23.31690
222.97967,78.89585
298.30214,73.18079
211.32680,127.45444
212.16591,97.28132
278.29311,106.21001
47.71387,23.08237
44.84594,31.40566
77.08785,44.02721
22.33613,17.09771
47.29529,24.03701
120.37798,58.21945
164.27442,140.99739
31.38054,29.89450
24.07865,27.71230
44.06975,38.19262
11.80327,12.53420
25.64259,16.96203
39.29506,24.80118
411.54801,183.88588
86.66285,63.81680
68.04800,23.32735
119.26229,37.89535
69.68850,20.58340
120.98360,80.11342
150.24588,207.75455
45.05370,17.91487
141.71891,53.17316
84.81239,51.66973
32.00570,11.33558
54.38225,37.53647
49.56375,20.45507
297.65899,197.99782
338.48723,833.58321
155.25525,116.30705
141.94359,141.64930
223.18382,230.42706
38.67705,37.62640
336.25980,79.93752
33.48522,18.44768
52.68797,23.21386
222.36744,141.73412
47.72658,24.98785
39.92034,11.39414
52.21336,22.73295
70.14594,23.52161
23.76929,11.95950
28.35514,7.91323
40.11959,26.06561
52.84044,30.37305
25.77399,20.29558
76.67405,80.26219
71.88801,44.01057
27.56057,21.30184
141.77135,93.20249
52.28452,41.40048
33.42356,16.17739
61.62783,38.32018
37.10994,19.45977
51.67853,27.26507
30.98359,16.96740
20.70491,15.89026
71.12944,41.65798
26.75408,32.31160
30.01600,20.65594
24.60042,10.92229
40.06777,28.04849
45.89934,33.35440
158.32045,108.69133
75.14475,49.82744
8.41683,5.59222
61.56320,49.69946
28.84409,32.85750
42.78827,34.14686
58.03307,33.45583
39.62788,5.39649
11.69178,7.89225
21.34658,11.62107
28.07922,11.46990
26.82925,29.34424
46.73087,17.69199
562.42620,177.11733
81.23847,9.26204
55.53996,32.27588
176.08695,152.39697
97.82608,76.97481
121.07554,25.97883
88.93336,37.56653
83.98368,56.95253
23.08252,26.65576
23.58918,17.27063
12.68663,9.35379
111.07737,56.08054
25.16023,18.82930
25.63856,12.55721
54.85159,35.49344
50.84567,24.75189
5.84509,4.32185
112.41160,59.82274
19.99437,13.76043
14.52003,16.87591
152.83477,78.54231
30.08124,19.96462
34.90606,29.48597
20.48412,11.23839
78.44722,19.85184
24.24587,13.32597
39.57836,26.75246
42.88523,47.69691
76.84424,36.08252
48.86926,21.18441
46.18031,36.00645
54.47571,27.63330
12.17491,12.78079
28.37269,19.24916
20.61289,11.84611
17.37427,39.73721
8.01639,17.56204
14.54935,9.58599
35.72991,28.78097
35.09793,17.80086
19.61569,10.96658
39.36519,36.58505
10.64884,10.18967
27.97158,17.24447
45.48912,46.30381
47.46699,34.04105
91.72129,52.87472
110.86291,11.89453
26.69927,22.39634
147.49178,50.67306
19.30327,8.01958
45.39445,31.51129
14.56384,16.17543
126.01181,68.09956
29.83142,21.40826
57.76914,35.26799
37.54342,36.15982
12.91303,12.39844
32.16031,31.72552
13.07445,8.15964
17.37167,13.98893
67.89129,54.98666
23.90379,25.12256
34.58498,36.34740
71.64995,37.82844
12.15487,46.80482
40.37068,33.33054
57.61126,31.37464
40.26876,22.69429
32.44778,21.58379
9.27665,7.65313
20.96094,10.92221
37.51985,30.17712
43.31307,25.86806
33.23534,24.41832
23.77868,24.72797
66.04914,35.23756
43.32784,44.95385
60.68849,39.62975
114.56542,47.91367
42.71901,16.05194
30.18468,19.83093
79.35381,32.34789
145.88671,68.05095
66.24714,27.39912
59.63951,16.53151
68.11473,19.65854
81.85302,48.37560
19.85758,4.50549
33.20949,25.37285
26.17373,31.64945
30.60480,26.50037
384.10778,92.05098
242.39879,50.50788
104.57606,99.19634
38.04006,4.15645
31.28215,19.35383
106.37703,50.81564
9.78365,18.19072
33.75173,16.61281
46.88850,10.43535
17.94098,21.07938
56.98968,57.47904
92.36946,20.98304
723.63351,209.34742
68.15636,57.67207
19.57228,5.17862
49.51291,19.11812
45.42530,26.24424
60.48135,44.40838
52.92974,8.47618
49.97805,24.68102
37.99278,52.91659
7.90004,1.91599
21.96352,20.88666
17.49945,5.24098
79.34948,81.42023
129.25238,54.54795
58.49014,25.44900
149.59833,102.43119
190.92316,81.83887
11.44285,16.30572
30.59015,8.38751
59.01639,66.93718
14.01638,11.07659
58.04678,19.92693
46.28567,21.65773
42.15198,12.99239
26.04152,15.07451
25.96211,27.08958
88.18940,41.72703
178.51398,60.91783
56.53278,20.11731
37.66303,37.16967
127.52823,77.25936
164.57028,52.59755
75.45814,65.79676
22.24201,31.10205
50.27628,18.06433
122.46180,58.28067
54.34424,56.32551
161.70490,96.83721
88.52458,62.98490
83.36061,44.26765
71.72282,8.31369
57.96194,55.05538
68.09641,31.88108
100.34745,24.98175
23.23414,9.60413
20.44880,12.34930
34.67538,32.07484
159.14050,59.77771
88.84424,57.24903
43.64752,16.61768
37.10166,21.89390
38.80135,39.56460
104.48454,77.41891
46.93822,11.12837
209.03220,50.14106
29.78468,18.56760
136.56220,102.00905
110.44717,88.70155
41.44957,28.88365
49.94871,30.85920
72.19564,68.52018
100.28268,33.85152
169.73410,70.74162
450.10253,236.06972
69.71321,40.27270
117.91885,115.51657
334.66854,48.05358
175.00611,65.58765
166.87167,136.10537
96.29364,64.87941
50.28557,40.53732
142.54456,45.83582
101.56695,66.23509
59.12879,51.99275
156.79589,258.56244
91.71194,54.01029
27.27685,6.14393
52.58151,54.97099
53.52033,25.76556
29.94107,18.53876
51.53246,44.10237
51.37795,19.00144
47.60724,20.06388
130.10868,56.91904
205.06438,72.61211
43.65093,32.42311
128.41558,99.00177
63.25160,13.38870
193.92264,141.83026
70.14927,26.29583
30.08496,15.86449
24.51292,6.42547
58.51710,85.58015
63.89011,52.96535
60.30471,36.89403
39.46720,33.33460
94.79347,82.89841
65.07344,47.29404
90.44998,76.03027
58.86317,41.18211
45.49438,33.38960
49.95842,24.11289
62.43432,22.09545
38.97730,23.10250
49.00035,51.02301
116.38458,120.08494
49.49015,43.24839
40.73439,28.10835
398.63689,372.53049
213.68671,102.93423
64.68178,26.59192
73.12499,25.96266
56.62408,16.35360
140.31927,90.10241
110.09972,57.88351
117.33441,67.13220
64.91801,96.67021
27.44259,61.57822
100.64187,80.89021
80.66317,62.42332
298.36954,147.06349
146.20806,129.66456
247.71489,127.92408
67.13112,29.73351
44.60654,23.38479
25.08196,19.35117
36.59015,33.70385
41.63669,19.53674
24.65532,14.59736
114.50541,97.74542
157.31270,89.10883
93.44262,65.84828
210.04918,316.27406
133.52458,77.18545
371.34774,160.30249
100.80625,170.76265
179.92042,207.18523
192.03889,50.54099
99.72431,62.36247
146.24998,112.27721
21.51391,25.90105
42.65529,28.64082
27.00326,24.43820
39.16021,33.16124
80.73411,55.35463
36.40310,17.46455
83.21795,37.65925
23.92446,17.18019
54.51654,46.76667
22.32755,13.06344
14.79789,13.39854
19.28603,13.59466
27.50165,22.24282
110.75698,124.84305
45.87304,43.21657
44.69108,38.19349
105.88487,54.72813
113.11474,90.08338
18.96041,9.68217
0.00000,70.44392
149.84438,166.16493
128.37210,49.08521
65.23726,49.10850
74.86933,18.84631
116.04967,62.20562
134.72224,63.15932
186.86311,96.83199
259.40415,174.04521
156.68580,71.96266
313.70487,153.56806
234.12641,67.88199
412.74087,398.45115
255.83098,177.29127
33.66418,17.34352
39.38831,21.29280
33.74788,18.58672
9.51391,2.27331
47.78840,15.14158
38.03474,15.73358
30.91617,16.52720
51.69607,11.42892
54.75417,33.09252
72.10270,34.27619
28.18678,23.28442
56.79619,21.70099
58.53214,23.31751
54.01449,30.82797
41.70977,20.35642
51.42967,22.42882
67.57918,46.69667
72.41288,35.80320
140.82432,92.38845
10.40612,12.65840
24.58939,11.27481
41.23883,12.49114
212.21157,67.52503
16.93146,13.44905
58.31129,18.27996
60.94564,18.64765
16.97003,11.47431
33.59015,13.35011
15.66393,19.02955
20.72386,11.67221
63.29284,18.33912
59.77169,75.55312
93.69214,61.65348
184.14630,97.48616
225.38201,117.15322
271.19042,101.96056
90.96616,61.34837
92.63179,168.75157
294.51625,55.42305
166.45427,134.27237
69.36463,93.06921
112.56005,54.29340
80.90161,49.83202
76.22950,52.88325
50.18850,16.42057
132.87818,210.39873
47.46805,28.40068
126.36348,83.51617
144.54500,117.49098
38.88864,25.59327
38.31433,11.03055
54.81013,36.62446
102.45796,40.35466
53.70165,42.53269
14.56160,14.89499
26.85082,31.28995
103.63705,72.66097
51.73769,18.22982
141.63933,85.37981
24.71310,19.50413
124.96720,41.17855
29.96261,27.97597
26.28681,7.49257
35.88797,60.64427
45.81538,31.51079
71.69544,26.13433
105.43882,49.58012
26.16392,18.52282
37.46798,12.35161
64.72127,45.69990
90.39548,32.66685
53.66625,27.79972
34.67774,30.17216
37.55632,34.77819
52.96018,17.12978
23.36600,22.07819
77.05597,44.11347
96.75313,24.76430
17.40854,5.64078
57.28030,47.08000
72.29661,52.64163
22.89286,10.73540
7.39552,1.73256
41.52569,22.44756
87.44259,72.62027
67.43113,63.42104
29.85945,9.69560
20.42702,21.09853
34.60202,18.50693
30.16167,8.42117
40.30085,28.31480
99.10412,39.07944
55.81608,27.61494
18.12294,8.32457
94.49997,28.43453
44.21223,10.16572
25.42621,20.39118
54.75570,37.88617
27.04332,4.03448
21.03260,20.22937
19.44339,6.37558
82.11708,43.94314
45.82042,39.43774
113.78602,149.82638
81.69677,32.88554
48.68850,32.66556
59.96197,42.83267
78.14750,41.74976
33.60891,31.38624
43.33694,25.76248
47.36725,15.51307
5.02615,12.68224
75.94378,60.71899
351.09174,91.16589
29.67658,19.99104
92.21311,80.48037
31.56175,25.03984
18.85247,14.97894
19.93621,15.08375
25.85387,26.75962
16.30759,42.45489
24.81767,7.93250
140.36131,25.10371
48.52473,26.87117
40.38095,12.91677
65.60375,7.27626
36.50524,30.40942
29.55735,21.30208
114.81495,56.77990
29.28252,14.69846
51.98526,36.44615
65.48358,56.26295
39.29150,6.75302
19.81965,18.84951
39.20694,19.76829
62.89133,35.20113
32.43440,8.34326
102.67650,81.32468
88.04975,61.94802
107.93244,78.88146
30.72368,19.47341
116.87375,64.61145
248.84109,144.46128
73.58887,28.68343
84.39865,45.80063
130.10867,56.63939
84.22176,29.28483
84.99823,50.56421
44.89937,16.80248
54.52448,44.04973
106.96718,43.07626
55.29921,19.87305
23.51447,12.49625
56.06554,45.38203
109.36422,45.91692
158.16266,193.25290
104.81574,157.54850
66.82025,65.83228
55.87916,20.93543
98.47726,36.48548
155.48352,94.67767
79.08195,25.91761
81.94142,21.67556
56.44066,31.64694
49.19387,17.73570
88.09236,33.44563
163.96683,46.05308
29.17067,13.99217
52.76181,18.34057
36.84017,27.86980
30.31522,12.29711
23.41514,24.37200
108.93441,43.71408
59.50816,43.55149
146.27985,15.84113
14.85245,2.83898
26.45577,30.45537
61.43199,44.75518
58.11481,82.40686
47.76022,11.84676
35.31935,24.94944
23.80327,13.90718
34.09245,27.40922
37.22943,24.83067
67.54019,33.72929
27.54535,15.41004
28.19757,10.67933
28.96407,27.27272
30.59014,24.14609
110.90374,55.52344
61.12554,20.52214
43.86883,49.35000
87.70249,65.78402
54.98927,62.32183
42.30484,31.85897
89.21072,45.68973
130.55202,36.37905
19.92047,7.63211
46.78698,31.28186
40.57376,22.06052
204.63931,184.75753
77.95079,41.91005
154.24769,65.84059
156.29051,79.72868
50.17719,26.26161
53.99367,19.00434
14.84105,18.75921
87.07149,36.43687
32.71650,46.38654
30.69291,17.31205
36.39341,50.65180
76.03121,60.65613
19.03276,15.15886
53.27839,12.25606
59.01639,59.01677
115.08194,38.53109
58.67307,27.97678
51.63930,27.46607
228.91303,323.15907
36.82045,25.16641
45.82015,28.75529
28.44217,25.33064
114.67916,59.84242
67.20915,27.20577
27.17614,10.57544
41.62813,10.33391
57.41615,29.06729
21.82544,12.59446
82.61920,42.81280
35.64284,14.50453
170.33174,84.72847
36.88357,23.16435
35.00345,6.30513
38.37006,17.08742
76.58811,44.22672
35.82336,15.07392
43.89145,36.74247
122.29837,32.41534
59.88561,19.47750
83.10324,63.61473
52.30853,19.38389
45.57589,19.80917
104.57134,33.34107
19.64754,11.42087
28.03785,8.70576
70.81965,50.30834
30.48104,14.65910
39.61956,40.79387
41.03100,24.54883
98.60480,35.63094
14.67391,19.75589
53.31521,41.11092
48.11620,22.97422
51.81577,18.03454
40.71749,19.43854
75.00418,32.70115
29.30363,14.46993
31.53785,12.64156
35.10694,20.04949
248.33147,171.21949
49.46940,46.05793
67.53361,113.68204
149.11375,47.50940
142.50734,116.06627
79.07269,55.67980
77.21214,39.04313
47.88397,26.98085
14.25742,13.00597
53.49512,15.64314
193.55680,111.92908
220.06946,24.89602
143.60940,103.14751
245.60690,216.42420
92.71720,302.40510
130.80558,81.34886
135.35406,49.05988
60.18954,28.60885
105.97023,28.49169
157.84148,11.62578
99.03622,55.40658
115.76565,90.91202
111.30418,71.20969
126.20652,91.47611
23.38358,14.56600
42.55511,51.45489
9.79012,0.91274
67.64230,34.99158
33.23954,22.76373
27.98851,18.68368
88.11020,25.47474
61.92230,48.41640
25.82607,18.93998
80.03985,33.94853
18.39443,12.92037
51.78810,28.28441
22.46843,13.47325
65.09879,28.92012
51.46566,17.17146
18.72264,20.91403
43.93766,20.53812
189.09555,86.40996
168.10451,65.21614
168.98056,149.98011
177.22659,94.84977
410.52780,152.59220
380.39334,185.03158
286.32451,256.61602
164.83424,86.16173
100.21548,74.96886
70.76685,82.98109
75.64264,23.56710
74.58563,126.71115
455.36766,343.41659
131.50818,120.21648
26.74562,56.44748
218.15214,114.27262
471.45540,143.32700
74.99099,99.47482
112.49629,73.53035
211.22542,153.14424
93.82880,56.67831
180.95030,198.20269
44.45720,44.54624
20.94204,6.79468
79.77047,45.24178
160.37703,86.51189
263.36405,72.23590
59.37253,14.23512
130.10056,36.46164
261.76824,27.49872
275.71965,94.65550
77.11420,22.62683
32.35170,15.28241
58.76555,44.71933
102.98112,80.17770
45.59016,28.38804
26.47767,11.42828
40.61696,55.61799
65.74858,30.66311
43.77716,38.25841
49.54417,12.59093
143.45721,53.23131
58.77051,22.30297
44.65760,23.49902
24.16303,17.44442
29.59237,15.08495
23.23368,19.93104
32.99183,28.92074
62.61422,56.77465
56.02613,12.50877
25.92284,8.21517
51.46719,22.23614
75.61955,61.39065
16.80298,22.28165
59.64970,33.71058
27.21783,17.63422
17.27849,10.81756
13.55490,12.25063
35.33914,9.34400
30.30220,9.46300
34.99174,19.96733
51.93457,26.53461
12.62902,39.24997
70.12234,28.10243
25.92685,43.13404
26.85324,29.62667
11.43144,12.69953
12.31769,9.56458
63.79230,36.52931
14.88691,10.78868
59.10208,44.38988
22.47537,17.99066
49.23791,20.63732
70.52455,40.16732
27.95898,43.22357
55.27374,50.66152
130.03622,121.22889
52.50735,31.93660
111.23434,92.96332
53.96553,35.48463
21.45751,19.57231
14.70132,15.97869
15.76851,20.01843
30.94650,81.92797
49.81174,28.74054
73.56931,26.37064
20.81896,23.34144
32.37587,40.56478
31.66298,16.54599
61.92316,32.04959
33.36893,25.72877
43.33583,7.54037
40.31969,30.49723
41.51449,29.43109
33.08487,18.90088
25.20491,13.51569
43.20138,36.70217
22.47540,13.25296
19.71143,17.19711
47.32900,11.35026
16.76003,36.79317
15.55433,20.74264
33.57925,22.60291
98.94003,37.96418
19.31320,14.13693
14.84810,3.80838
32.75751,20.23813
47.40091,24.53055
43.86394,24.11343
119.80478,38.97901
22.81224,12.45539
37.57523,13.28700
33.40312,12.50166
32.89461,9.28904
24.90037,10.09196
39.73768,27.02915
39.49176,24.13952
39.02458,38.21495
48.52171,31.17404
26.87769,44.00988
46.44991,26.36867
55.54009,60.09342
43.04248,16.89032
45.02483,32.22487
34.55799,25.20955
51.15130,28.76104
74.41471,36.33937
60.02941,24.68536
49.91801,37.70406
36.36193,10.17781
21.28673,16.60077
48.71960,13.77380
43.04707,42.41720
46.07607,42.40646
55.03298,36.96574
24.74330,20.29823
43.90745,28.93733
35.03090,22.89555
29.22056,13.25075
41.26584,37.29843
19.88266,16.37352
31.66375,15.47274
168.02318,34.66672
17.04405,14.74785
72.53882,42.39261
68.37725,49.50902
8.87692,5.07300
10.06486,9.00477
63.38513,28.47150
18.69191,9.78545
15.38047,29.29431
37.64773,14.08784
20.44879,4.07468
64.72143,38.28560
27.38576,12.38698
63.93735,56.66431
21.26825,15.95523
14.90163,13.62061
25.64358,24.03791
39.75241,18.52681
27.63508,16.82684
34.46972,14.20532
54.21457,29.29106
37.11854,16.02835
96.25276,55.39672
23.58801,15.72891
28.76086,20.54469
42.53943,26.22661
13.62294,10.42995
26.14424,15.94981
52.15155,28.74853
23.44259,22.52016
53.38501,37.63703
88.63081,54.01377
33.91513,20.29758
16.05559,13.81267
108.00529,39.22905
33.65472,25.02866
90.39444,43.12258
59.35601,23.38101
17.70039,14.05270
37.33399,47.45479
41.21308,33.90612
63.56553,26.44136
30.21539,29.56805
76.34013,25.58483
34.90655,19.21305
39.24269,51.74233
31.95335,27.94735
11.59672,12.70678
33.18812,11.84214
6.76467,7.19096
28.47231,17.73965
43.50456,61.59499
26.02542,19.82062
29.18659,24.80475
11.56880,6.60395
50.40919,60.32550
22.18031,44.41948
26.26228,19.72590
50.36063,23.45006
39.25531,30.38589
35.36698,27.15566
51.42283,21.69221
114.37994,94.40412
113.99683,46.72851
71.60219,66.92226
22.29476,11.57466
28.91042,8.30064
64.75916,44.14824
55.29103,37.35729
37.47573,8.74379
56.51507,50.50530
43.23037,29.47262
14.79792,9.05509
11.22861,4.13356
15.78271,13.25915
45.35655,26.95071
33.77705,21.65755
148.95205,44.10054
19.69387,8.82054
44.80423,22.84455
40.04823,19.20241
39.03574,10.46206
58.10204,18.15548
71.29859,36.36871
28.88360,21.10516
52.85356,11.32563
26.30195,13.37298
24.40177,5.99576
15.22377,2.24999
98.59085,130.99916
56.41639,33.52964
127.42913,84.39118
22.29255,33.79482
115.41151,43.01736
44.38523,38.14728
68.97540,24.21817
63.47702,19.44024
85.31362,96.25674
43.06153,25.89280
84.62427,60.76080
33.13857,42.12360
44.14623,29.94547
77.51956,27.46282
22.78500,8.22959
73.64487,34.95955
53.14886,18.74618
127.46737,222.73365
205.23685,168.25856
43.93307,35.01557
67.10671,71.57678
42.24708,32.23756
20.83809,12.68859
115.61065,47.65990
30.96509,16.32259
39.76235,30.06152
10.27962,9.55197
174.17775,69.82185
17.47759,35.54042
8.70651,14.41964
70.82757,19.76933
34.91837,20.48932
48.41994,26.62914
117.76106,55.81132
54.83243,42.72300
56.29715,39.55001
82.40993,53.67215
34.40397,16.64877
23.62409,8.77890
29.60844,7.52126
14.61610,11.12391
26.39940,11.51736
29.02041,19.87341
21.53006,13.09027
7.35996,7.91468
28.40426,18.79515
13.64753,17.72213
33.25671,21.83331
34.67210,31.46669
19.34500,20.73302
65.01016,28.10288
19.25409,12.01677
39.95702,36.77958
25.77873,21.04275
23.15466,21.34090
122.77294,65.42937
60.90885,35.47965
45.88306,42.95362
24.13240,15.87229
136.52840,71.62273
40.06649,14.75438
51.35136,22.36940
57.49545,20.19607
16.04662,11.07705
107.33603,46.19282
30.01471,31.41329
39.19139,24.16203
34.18032,18.42276
106.98442,60.58980
60.31182,31.93742
39.14226,15.35703
147.09483,107.89023
46.24715,16.23178
201.85761,31.31842
44.40983,40.30380
31.59831,27.08493
71.01638,77.68111
13.99671,9.25949
43.25897,18.51082
162.44588,95.80367
19.91220,18.52960
12.10502,5.97589
19.86894,16.47907
19.90703,16.34193
38.28407,26.26035
40.82457,20.18303
109.18029,92.12781
90.54097,28.77467
30.12785,13.58887
22.41717,15.42629
37.49997,28.43168
64.68685,35.63122
21.43443,11.71563
37.85315,28.77595
33.00025,46.48740
20.87883,27.60559
51.49548,24.07817
158.01353,84.99696
20.29891,24.83075
77.69646,26.00456
78.56065,31.26711
21.60976,28.70767
57.36947,23.74830
72.83150,36.43709
43.94744,71.84963
32.15714,28.68648
16.85458,12.60884
23.19096,12.97358
25.32975,14.94193
19.64048,15.13129
31.50206,30.58019
70.23508,65.58124
55.68818,37.42813
60.10047,44.18196
26.12461,20.80792
30.24278,26.10945
35.25756,21.93973
50.69283,54.13232
19.42688,10.69978
14.43932,7.99607
19.75547,7.42778
70.63589,27.32198
23.44669,19.64934
63.01151,41.50878
19.07083,13.94898
18.06308,9.63636
22.39881,6.92065
24.02857,7.31763
48.90069,66.81136
14.56222,5.53806
61.60636,47.12277
30.23435,20.32363
29.04360,22.38613
60.07857,45.16722
130.06248,97.83228
44.69466,31.41377
10.91928,10.08723
20.18852,17.77034
6.00163,19.34554
47.24054,28.01027
6.63442,16.85380
67.45934,19.32177
35.15406,11.69618
67.23685,20.95174
18.66392,28.08100
31.00454,37.69858
11.35268,7.49798
19.38677,12.74213
56.18189,32.38003
16.29494,5.32641
91.60084,78.36809
66.96116,32.76531
73.52173,34.52260
23.99266,7.85453
7.66870,1.51731
15.20115,16.34099
62.67831,31.74883
46.44488,44.17273
98.06902,59.06706
49.88848,19.45922
64.55116,25.84537
13.05906,8.93116
33.52164,30.73042
12.14176,3.05609
59.80644,18.81066
76.14495,15.58845
71.80850,67.65019
36.08100,18.16277
42.11459,51.51699
71.82345,46.41192
85.08591,61.95205
22.71532,53.70637
40.14834,24.69457
105.04910,50.17585
49.87162,39.23384
167.40934,69.28011
21.65741,13.05989
25.76296,17.93600
28.65839,3.36262
53.00216,85.61468
56.02593,42.02065
38.00648,22.52011
15.78471,9.04338
24.88063,11.08752
55.00999,11.23730
19.60966,16.76221
19.30461,0.45913
15.03555,10.32355
216.06143,149.38981
50.18087,19.20823
19.99823,17.10403
30.05383,28.35071
124.46994,71.40429
25.70427,10.57573
12.61953,14.72596
15.69554,7.29026
37.84822,46.31298
120.88524,65.40032
14.46425,13.17049
43.18436,31.43071
31.92063,15.59718
78.36023,61.99548
12.96192,37.64723
25.70297,16.69891
79.80151,38.89166
33.05756,18.58786
10.93548,10.62914
21.13643,27.13195
46.99175,23.71918
42.67376,7.41135
21.49081,7.87722
19.26756,11.91437
17.01864,4.10683
54.88183,22.01420
24.99770,18.04749
34.38566,11.83392
82.65226,60.60714
101.82981,59.33944
86.08458,52.16512
43.92706,59.83888
106.97280,63.41225
55.32914,92.68468
31.74590,30.98413
83.71226,24.13913
34.41468,7.14164
35.01022,14.89855
51.35370,31.91202
9.38216,15.77692
28.95743,14.37751
38.31830,46.24793
15.37802,5.35274
14.62560,14.45566
49.99069,13.11759
128.08905,43.46305
12.27874,13.14801
11.55451,12.65794
26.60655,9.91701
11.45901,12.31739
31.39276,22.08892
49.06215,51.17825
38.07046,14.44220
49.75489,48.64033
65.16950,57.33369
10.79288,18.56271
6.66195,26.87672
19.04281,30.44828
6.68308,20.30978
14.03960,9.32934
48.74338,30.64717
28.19501,26.56241
37.64013,26.41033
20.30915,22.79206
30.42672,26.41570
21.18579,9.32927
45.50159,30.58589
184.41736,8.28979
26.70966,14.89139
62.33068,30.66716
34.81186,25.12195
98.38022,45.61082
42.08074,67.62609
92.38740,38.65797
47.82273,42.46990
23.32362,15.01063
26.41460,22.25749
23.13743,11.24106
38.64285,24.58029
21.96352,16.50460
52.63150,20.34577
25.66621,8.84869
47.41964,20.20858
22.45081,6.60569
24.11800,21.27079
19.80948,10.65631
15.16446,13.85506
33.65205,16.50934
20.25263,8.03776
41.94214,33.53105
60.31605,15.89007
13.57257,10.18514
49.07869,66.20041
43.74588,31.56926
215.03774,180.36344
78.54727,51.16203
26.34070,28.03285
37.68239,23.66933
77.69916,56.38268
17.60869,27.05247
46.79002,23.13776
63.77699,44.35973
14.33307,6.36708
59.17215,32.58452
54.71077,39.74716
11.99039,22.90090
28.14655,12.56904
35.06139,17.44395
79.97519,48.96235
39.16227,15.53542
54.54381,15.82151
31.12982,9.62408
58.40057,59.40539
70.24857,64.34300
70.03492,37.79576
36.67056,30.04078
32.34391,29.78829
62.24751,40.83153
61.12128,30.87438
97.25829,50.03914
